SampleName,Clone name,Data type,Run,Experiment,BioSample,SampleSource
1033F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115993 NCBI ENA,SRX8638835,SAMN15348386,BRA074
1034F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116126 NCBI ENA,SRX8638702,SAMN15348387,BRA074
1036F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116115 NCBI ENA,SRX8638713,SAMN15348388,BRA074
1037F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116104 NCBI ENA,SRX8638724,SAMN15348389,BRA074
1043F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116056 NCBI ENA,SRX8638772,SAMN15348390,BRA074
1045F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116045 NCBI ENA,SRX8638783,SAMN15348391,BRA074
1051F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116034 NCBI ENA,SRX8638794,SAMN15348392,BRA074
1054F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116023 NCBI ENA,SRX8638805,SAMN15348393,BRA074
1059F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116228 NCBI ENA,SRX8638600,SAMN15348394,BRA074
1061F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116217 NCBI ENA,SRX8638611,SAMN15348395,BRA074
1065F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116206 NCBI ENA,SRX8638622,SAMN15348396,BRA074
1067F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116303 NCBI ENA,SRX8638525,SAMN15348397,BRA074
1068F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116292 NCBI ENA,SRX8638536,SAMN15348398,BRA074
1069F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116281 NCBI ENA,SRX8638547,SAMN15348399,BRA074
1070F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116089 NCBI ENA,SRX8638739,SAMN15348400,BRA074
1074F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116078 NCBI ENA,SRX8638750,SAMN15348401,BRA074
1075F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116067 NCBI ENA,SRX8638761,SAMN15348402,BRA074
1079F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116164 NCBI ENA,SRX8638664,SAMN15348403,BRA074
107F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116153 NCBI ENA,SRX8638675,SAMN15348404,BRA074
1080F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116142 NCBI ENA,SRX8638686,SAMN15348405,BRA074
1082F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116131 NCBI ENA,SRX8638697,SAMN15348406,BRA074
1085F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116339 NCBI ENA,SRX8638490,SAMN15348407,BRA074
1090F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116328 NCBI ENA,SRX8638501,SAMN15348408,BRA074
1091F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116317 NCBI ENA,SRX8638512,SAMN15348409,BRA074
1096F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116381 NCBI ENA,SRX8639030,SAMN15348410,BRA074
1097F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116370 NCBI ENA,SRX8639041,SAMN15348411,BRA074
109F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116359 NCBI ENA,SRX8639052,SAMN15348412,BRA074
10F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116420 NCBI ENA,SRX8638991,SAMN15348413,BRA074
110F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116409 NCBI ENA,SRX8639002,SAMN15348414,BRA074
1110F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116398 NCBI ENA,SRX8639013,SAMN15348415,BRA074
1112F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116531 NCBI ENA,SRX8638880,SAMN15348416,BRA074
1114F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116520 NCBI ENA,SRX8638891,SAMN15348417,BRA074
1114F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116509 NCBI ENA,SRX8638902,SAMN15348418,BRA074
1117F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116498 NCBI ENA,SRX8638913,SAMN15348419,BRA074
1118F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115975 NCBI ENA,SRX8638853,SAMN15348420,BRA074
1123F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116547 NCBI ENA,SRX8638864,SAMN15348421,BRA074
112F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116536 NCBI ENA,SRX8638875,SAMN15348422,BRA074
1133F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116489 NCBI ENA,SRX8638922,SAMN15348423,BRA074
1134F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116478 NCBI ENA,SRX8638933,SAMN15348424,BRA074
1135F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116467 NCBI ENA,SRX8638944,SAMN15348425,BRA074
1138F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116197 NCBI ENA,SRX8638631,SAMN15348426,BRA074
1138F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116186 NCBI ENA,SRX8638642,SAMN15348427,BRA074
1141F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116175 NCBI ENA,SRX8638653,SAMN15348428,BRA074
1146F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116171 NCBI ENA,SRX8638657,SAMN15348429,BRA074
1148F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116169 NCBI ENA,SRX8638659,SAMN15348430,BRA074
1148F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116168 NCBI ENA,SRX8638660,SAMN15348431,BRA074
1149F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116167 NCBI ENA,SRX8638661,SAMN15348432,BRA074
1152F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116166 NCBI ENA,SRX8638662,SAMN15348433,BRA074
115F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116273 NCBI ENA,SRX8638663,SAMN15348434,BRA074
115F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116272 NCBI ENA,SRX8638556,SAMN15348435,BRA074
1164F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116271 NCBI ENA,SRX8638557,SAMN15348436,BRA074
1167F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116270 NCBI ENA,SRX8638558,SAMN15348437,BRA074
1168F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116269 NCBI ENA,SRX8638559,SAMN15348438,BRA074
1169F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116268 NCBI ENA,SRX8638560,SAMN15348439,BRA074
116F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116266 NCBI ENA,SRX8638562,SAMN15348440,BRA074
1170F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116265 NCBI ENA,SRX8638563,SAMN15348441,BRA074
1174F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116264 NCBI ENA,SRX8638564,SAMN15348442,BRA074
1175F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116263 NCBI ENA,SRX8638565,SAMN15348443,BRA074
1178F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116262 NCBI ENA,SRX8638566,SAMN15348444,BRA074
1181F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116261 NCBI ENA,SRX8638567,SAMN15348445,BRA074
1181F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116260 NCBI ENA,SRX8638568,SAMN15348446,BRA074
1187F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116259 NCBI ENA,SRX8638569,SAMN15348447,BRA074
118F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116258 NCBI ENA,SRX8638570,SAMN15348448,BRA074
1190F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116257 NCBI ENA,SRX8638571,SAMN15348449,BRA074
1195F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116255 NCBI ENA,SRX8638573,SAMN15348450,BRA074
1197F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116254 NCBI ENA,SRX8638574,SAMN15348451,BRA074
1199F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116253 NCBI ENA,SRX8638575,SAMN15348452,BRA074
11F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116252 NCBI ENA,SRX8638576,SAMN15348453,BRA074
11F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116251 NCBI ENA,SRX8638577,SAMN15348454,BRA074
1200F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116250 NCBI ENA,SRX8638578,SAMN15348455,BRA074
1203F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116249 NCBI ENA,SRX8638579,SAMN15348456,BRA074
120F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116248 NCBI ENA,SRX8638580,SAMN15348457,BRA074
1217F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116247 NCBI ENA,SRX8638581,SAMN15348458,BRA074
121F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116246 NCBI ENA,SRX8638582,SAMN15348459,BRA074
1225F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116244 NCBI ENA,SRX8638584,SAMN15348460,BRA074
122F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116243 NCBI ENA,SRX8638585,SAMN15348461,BRA074
1241F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116242 NCBI ENA,SRX8638586,SAMN15348462,BRA074
1248F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116241 NCBI ENA,SRX8638587,SAMN15348463,BRA074
1248F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116240 NCBI ENA,SRX8638588,SAMN15348464,BRA074
1250F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116239 NCBI ENA,SRX8638589,SAMN15348465,BRA074
1255F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116238 NCBI ENA,SRX8638590,SAMN15348466,BRA074
1256F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116312 NCBI ENA,SRX8638591,SAMN15348467,BRA074
125F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116311 NCBI ENA,SRX8638518,SAMN15348468,BRA074
1261F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116309 NCBI ENA,SRX8638519,SAMN15348469,BRA074
1263F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116349 NCBI ENA,SRX8638480,SAMN15348470,BRA074
1264F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116460 NCBI ENA,SRX8638481,SAMN15348471,BRA074
1269F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116459 NCBI ENA,SRX8638952,SAMN15348472,BRA074
1271F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116458 NCBI ENA,SRX8638953,SAMN15348473,BRA074
1275F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116457 NCBI ENA,SRX8638954,SAMN15348474,BRA074
1277F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116456 NCBI ENA,SRX8638955,SAMN15348475,BRA074
1278F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116455 NCBI ENA,SRX8638956,SAMN15348476,BRA074
1281F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116454 NCBI ENA,SRX8638957,SAMN15348477,BRA074
1285F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116453 NCBI ENA,SRX8638958,SAMN15348478,BRA074
1286F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116452 NCBI ENA,SRX8638959,SAMN15348479,BRA074
1293F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116450 NCBI ENA,SRX8638961,SAMN15348480,BRA074
1299F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116449 NCBI ENA,SRX8638962,SAMN15348481,BRA074
12F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116448 NCBI ENA,SRX8638963,SAMN15348482,BRA074
1308F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116447 NCBI ENA,SRX8638964,SAMN15348483,BRA074
1312F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116446 NCBI ENA,SRX8638965,SAMN15348484,BRA074
1313F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116445 NCBI ENA,SRX8638966,SAMN15348485,BRA074
1316F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116444 NCBI ENA,SRX8638967,SAMN15348486,BRA074
1319F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116443 NCBI ENA,SRX8638968,SAMN15348487,BRA074
131F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116442 NCBI ENA,SRX8638969,SAMN15348488,BRA074
1333F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116441 NCBI ENA,SRX8638970,SAMN15348489,BRA074
1335F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116439 NCBI ENA,SRX8638972,SAMN15348490,BRA074
1335F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116438 NCBI ENA,SRX8638973,SAMN15348491,BRA074
1337F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116437 NCBI ENA,SRX8638974,SAMN15348492,BRA074
1339F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116436 NCBI ENA,SRX8638975,SAMN15348493,BRA074
1341F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116435 NCBI ENA,SRX8638976,SAMN15348494,BRA074
1344F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116434 NCBI ENA,SRX8638977,SAMN15348495,BRA074
134F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116433 NCBI ENA,SRX8638978,SAMN15348496,BRA074
1350F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116432 NCBI ENA,SRX8638979,SAMN15348497,BRA074
1354F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116431 NCBI ENA,SRX8638980,SAMN15348498,BRA074
1355F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116430 NCBI ENA,SRX8638981,SAMN15348499,BRA074
1357F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116428 NCBI ENA,SRX8638983,SAMN15348500,BRA074
1358F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116427 NCBI ENA,SRX8638984,SAMN15348501,BRA074
136F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116426 NCBI ENA,SRX8638985,SAMN15348502,BRA074
1374F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116425 NCBI ENA,SRX8638986,SAMN15348503,BRA074
1376F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116021 NCBI ENA,SRX8638987,SAMN15348504,BRA074
1377F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116020 NCBI ENA,SRX8638808,SAMN15348505,BRA074
1378F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116019 NCBI ENA,SRX8638809,SAMN15348506,BRA074
1387F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116018 NCBI ENA,SRX8638810,SAMN15348507,BRA074
138F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116017 NCBI ENA,SRX8638811,SAMN15348508,BRA074
1390F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116016 NCBI ENA,SRX8638812,SAMN15348509,BRA074
1396F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116014 NCBI ENA,SRX8638814,SAMN15348510,BRA074
1398F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116013 NCBI ENA,SRX8638815,SAMN15348511,BRA074
1403F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116012 NCBI ENA,SRX8638816,SAMN15348512,BRA074
1404F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116011 NCBI ENA,SRX8638817,SAMN15348513,BRA074
1405F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116010 NCBI ENA,SRX8638818,SAMN15348514,BRA074
1406F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116009 NCBI ENA,SRX8638819,SAMN15348515,BRA074
1407F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116008 NCBI ENA,SRX8638820,SAMN15348516,BRA074
1410F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116007 NCBI ENA,SRX8638821,SAMN15348517,BRA074
1412F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116006 NCBI ENA,SRX8638822,SAMN15348518,BRA074
1415F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116005 NCBI ENA,SRX8638823,SAMN15348519,BRA074
1415F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116003 NCBI ENA,SRX8638825,SAMN15348520,BRA074
1416F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116002 NCBI ENA,SRX8638826,SAMN15348521,BRA074
1421F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116001 NCBI ENA,SRX8638827,SAMN15348522,BRA074
1425F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116000 NCBI ENA,SRX8638828,SAMN15348523,BRA074
1428F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115999 NCBI ENA,SRX8638829,SAMN15348524,BRA074
1430F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115998 NCBI ENA,SRX8638830,SAMN15348525,BRA074
1431F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115997 NCBI ENA,SRX8638831,SAMN15348526,BRA074
1432F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115996 NCBI ENA,SRX8638832,SAMN15348527,BRA074
1433F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115995 NCBI ENA,SRX8638833,SAMN15348528,BRA074
1434F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115994 NCBI ENA,SRX8638834,SAMN15348529,BRA074
1440F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115992 NCBI ENA,SRX8638836,SAMN15348530,BRA074
1440F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115991 NCBI ENA,SRX8638837,SAMN15348531,BRA074
1449F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115990 NCBI ENA,SRX8638838,SAMN15348532,BRA074
1457F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115989 NCBI ENA,SRX8638839,SAMN15348533,BRA074
1465F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115988 NCBI ENA,SRX8638840,SAMN15348534,BRA074
1466F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115987 NCBI ENA,SRX8638841,SAMN15348535,BRA074
146F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12115986 NCBI ENA,SRX8638842,SAMN15348536,BRA074
146F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116129 NCBI ENA,SRX8638843,SAMN15348537,BRA074
1473F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116128 NCBI ENA,SRX8638700,SAMN15348538,BRA074
147F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116127 NCBI ENA,SRX8638701,SAMN15348539,BRA074
148F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116125 NCBI ENA,SRX8638703,SAMN15348540,BRA074
148F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116124 NCBI ENA,SRX8638704,SAMN15348541,BRA074
1493F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116123 NCBI ENA,SRX8638705,SAMN15348542,BRA074
1502F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116122 NCBI ENA,SRX8638706,SAMN15348543,BRA074
1507F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116121 NCBI ENA,SRX8638707,SAMN15348544,BRA074
1508F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116120 NCBI ENA,SRX8638708,SAMN15348545,BRA074
150F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116119 NCBI ENA,SRX8638709,SAMN15348546,BRA074
150F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116118 NCBI ENA,SRX8638710,SAMN15348547,BRA074
1517F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116117 NCBI ENA,SRX8638711,SAMN15348548,BRA074
152F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116116 NCBI ENA,SRX8638712,SAMN15348549,BRA074
153F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116114 NCBI ENA,SRX8638714,SAMN15348550,BRA074
154F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116113 NCBI ENA,SRX8638715,SAMN15348551,BRA074
155F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116112 NCBI ENA,SRX8638716,SAMN15348552,BRA074
15F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116111 NCBI ENA,SRX8638717,SAMN15348553,BRA074
15F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116110 NCBI ENA,SRX8638718,SAMN15348554,BRA074
163F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116109 NCBI ENA,SRX8638719,SAMN15348555,BRA074
164F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116108 NCBI ENA,SRX8638720,SAMN15348556,BRA074
171F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116107 NCBI ENA,SRX8638721,SAMN15348557,BRA074
172F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116106 NCBI ENA,SRX8638722,SAMN15348558,BRA074
173F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116105 NCBI ENA,SRX8638723,SAMN15348559,BRA074
174F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116103 NCBI ENA,SRX8638725,SAMN15348560,BRA074
174F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116102 NCBI ENA,SRX8638726,SAMN15348561,BRA074
175F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116101 NCBI ENA,SRX8638727,SAMN15348562,BRA074
177F2a,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116100 NCBI ENA,SRX8638728,SAMN15348563,BRA074
177F2b,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116099 NCBI ENA,SRX8638729,SAMN15348564,BRA074
17F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116098 NCBI ENA,SRX8638730,SAMN15348565,BRA074
181F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116097 NCBI ENA,SRX8638731,SAMN15348566,BRA074
183F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116096 NCBI ENA,SRX8638732,SAMN15348567,BRA074
184F2,TSH 516 (SCA 6 x ICS 1) - F2 population,genomic,SRR12116095 NCBI ENA,SRX8638733,SAMN15348568,BRA074
