SampleName,Clone name,Data type,Run,Experiment,BioSample,SampleSource,Tree ID
COCA-3370-5,COCA 3370 /5 [CHA],genomic,SRR14022550 NCBI ENA,SRX10399125,SAMN12500389,CRI001,P000007
COCA-3370-5,COCA 3370 /5 [CHA],transcriptomic,SRR9938228 NCBI ENA,SRX6686895,SAMN12500389,CRI001,P000007
ELP-37A,ELP 37 A,genomic,SRR9938270 NCBI ENA,SRX6686853,SAMN12500403,CRI001,P000157
ELP-37A,ELP 37 A,genomic,SRR9938269 NCBI ENA,SRX6686854,SAMN12500403,CRI001,P000157
ELP-37A,ELP 37 A,genomic,SRR9938268 NCBI ENA,SRX6686855,SAMN12500403,CRI001,P000157
ELP-37A,ELP 37 A,genomic,SRR14022529 NCBI ENA,SRX10399146,SAMN12500403,CRI001,P000157
ELP-37A,ELP 37 A,transcriptomic,SRR9938247 NCBI ENA,SRX6686876,SAMN12500403,CRI001,P000157
GU-123V,GU 123 /V,genomic,SRR9938317 NCBI ENA,SRX6686806,SAMN12500400,CRI001,P000128
GU-123V,GU 123 /V,genomic,SRR9938314 NCBI ENA,SRX6686809,SAMN12500400,CRI001,P000128
GU-123V,GU 123 /V,genomic,SRR9938313 NCBI ENA,SRX6686810,SAMN12500400,CRI001,P000128
GU-123V,GU 123 /V,genomic,SRR14022533 NCBI ENA,SRX10399142,SAMN12500400,CRI001,P000128
GU-123V,GU 123 /V,transcriptomic,SRR9938250 NCBI ENA,SRX6686873,SAMN12500400,CRI001,P000128
GU-195V,GU 195 /V,genomic,SRR9938337 NCBI ENA,SRX6686786,SAMN12500401,CRI001,P000139
GU-195V,GU 195 /V,genomic,SRR9938336 NCBI ENA,SRX6686787,SAMN12500401,CRI001,P000139
GU-195V,GU 195 /V,genomic,SRR9938335 NCBI ENA,SRX6686788,SAMN12500401,CRI001,P000139
GU-195V,GU 195 /V,genomic,SRR14022532 NCBI ENA,SRX10399143,SAMN12500401,CRI001,P000139
GU-195V,GU 195 /V,transcriptomic,SRR9938249 NCBI ENA,SRX6686874,SAMN12500401,CRI001,P000139
GU-257E,GU 257 /E,genomic,SRR9938329 NCBI ENA,SRX6686794,SAMN12500396,CRI001,P000144
GU-257E,GU 257 /E,genomic,SRR9938327 NCBI ENA,SRX6686796,SAMN12500396,CRI001,P000144
GU-257E,GU 257 /E,genomic,SRR9938326 NCBI ENA,SRX6686797,SAMN12500396,CRI001,P000144
GU-257E,GU 257 /E,genomic,SRR14022537 NCBI ENA,SRX10399138,SAMN12500396,CRI001,P000144
GU-257E,GU 257 /E,transcriptomic,SRR9938223 NCBI ENA,SRX6686900,SAMN12500396,CRI001,P000144
IMC-105,IMC 105,genomic,SRR9938278 NCBI ENA,SRX6686845,SAMN12500393,CRI001,P000011
IMC-105,IMC 105,genomic,SRR9938277 NCBI ENA,SRX6686846,SAMN12500393,CRI001,P000011
IMC-105,IMC 105,genomic,SRR9938272 NCBI ENA,SRX6686851,SAMN12500393,CRI001,P000011
IMC-105,IMC 105,genomic,SRR14022543 NCBI ENA,SRX10399132,SAMN12500393,CRI001,P000011
IMC-105,IMC 105,transcriptomic,SRR9938232 NCBI ENA,SRX6686891,SAMN12500393,CRI001,P000011
IMC-31,IMC 31,genomic,SRR9938333 NCBI ENA,SRX6686790,SAMN12500394,CRI001,P000022
IMC-31,IMC 31,genomic,SRR9938332 NCBI ENA,SRX6686791,SAMN12500394,CRI001,P000022
IMC-31,IMC 31,genomic,SRR9938271 NCBI ENA,SRX6686852,SAMN12500394,CRI001,P000022
IMC-31,IMC 31,genomic,SRR14022541 NCBI ENA,SRX10399134,SAMN12500394,CRI001,P000022
IMC-31,IMC 31,genomic,SRR14022540 NCBI ENA,SRX10399135,SAMN12500394,CRI001,P000022
IMC-31,IMC 31,transcriptomic,SRR9938233 NCBI ENA,SRX6686890,SAMN12500394,CRI001,P000022
IMC-57,IMC 57,genomic,SRR9938331 NCBI ENA,SRX6686792,SAMN12500395,CRI001,P000032
IMC-57,IMC 57,genomic,SRR9938330 NCBI ENA,SRX6686793,SAMN12500395,CRI001,P000032
IMC-57,IMC 57,genomic,SRR9938328 NCBI ENA,SRX6686795,SAMN12500395,CRI001,P000032
IMC-57,IMC 57,genomic,SRR14022539 NCBI ENA,SRX10399136,SAMN12500395,CRI001,P000032
IMC-57,IMC 57,genomic,SRR14022538 NCBI ENA,SRX10399137,SAMN12500395,CRI001,P000032
IMC-57,IMC 57,transcriptomic,SRR9938234 NCBI ENA,SRX6686889,SAMN12500395,CRI001,P000032
IMC-60,IMC 60,genomic,SRR9938276 NCBI ENA,SRX6686847,SAMN12500391,CRI001,P000038
IMC-60,IMC 60,genomic,SRR9938275 NCBI ENA,SRX6686848,SAMN12500391,CRI001,P000038
IMC-60,IMC 60,genomic,SRR9938274 NCBI ENA,SRX6686849,SAMN12500391,CRI001,P000038
IMC-60,IMC 60,genomic,SRR14022547 NCBI ENA,SRX10399128,SAMN12500391,CRI001,P000038
IMC-60,IMC 60,genomic,SRR14022546 NCBI ENA,SRX10399129,SAMN12500391,CRI001,P000038
IMC-60,IMC 60,transcriptomic,SRR9938230 NCBI ENA,SRX6686893,SAMN12500391,CRI001,P000038
KER-1L,KER 1-L,genomic,SRR9938318 NCBI ENA,SRX6686805,SAMN12500399,CRI001,P000164
KER-1L,KER 1-L,genomic,SRR9938316 NCBI ENA,SRX6686807,SAMN12500399,CRI001,P000164
KER-1L,KER 1-L,genomic,SRR9938315 NCBI ENA,SRX6686808,SAMN12500399,CRI001,P000164
KER-1L,KER 1-L,genomic,SRR14022534 NCBI ENA,SRX10399141,SAMN12500399,CRI001,P000164
KER-1L,KER 1-L,transcriptomic,SRR9938251 NCBI ENA,SRX6686872,SAMN12500399,CRI001,P000164
KER-6,KER 6,genomic,SRR9938339 NCBI ENA,SRX6686784,SAMN12500402,CRI001,P000169
KER-6,KER 6,genomic,SRR9938267 NCBI ENA,SRX6686856,SAMN12500402,CRI001,P000169
KER-6,KER 6,genomic,SRR9938266 NCBI ENA,SRX6686857,SAMN12500402,CRI001,P000169
KER-6,KER 6,genomic,SRR14022530 NCBI ENA,SRX10399145,SAMN12500402,CRI001,P000169
KER-6,KER 6,transcriptomic,SRR9938248 NCBI ENA,SRX6686875,SAMN12500402,CRI001,P000169
NA-246,NA 246,genomic,SRR9938338 NCBI ENA,SRX6686785,SAMN12500404,CRI001,P000056
NA-246,NA 246,genomic,SRR9938312 NCBI ENA,SRX6686811,SAMN12500404,CRI001,P000056
NA-246,NA 246,genomic,SRR9938306 NCBI ENA,SRX6686817,SAMN12500404,CRI001,P000056
NA-246,NA 246,genomic,SRR14022528 NCBI ENA,SRX10399147,SAMN12500404,CRI001,P000056
NA-246,NA 246,genomic,SRR14022527 NCBI ENA,SRX10399148,SAMN12500404,CRI001,P000056
NA-246,NA 246,transcriptomic,SRR9938246 NCBI ENA,SRX6686877,SAMN12500404,CRI001,P000056
NA-33,NA 33,genomic,SRR9938303 NCBI ENA,SRX6686820,SAMN12500386,CRI001,P000190
NA-33,NA 33,genomic,SRR9938302 NCBI ENA,SRX6686821,SAMN12500386,CRI001,P000190
NA-33,NA 33,genomic,SRR9938300 NCBI ENA,SRX6686823,SAMN12500386,CRI001,P000190
NA-33,NA 33,genomic,SRR14022516 NCBI ENA,SRX10399159,SAMN12500386,CRI001,P000190
NA-33,NA 33,transcriptomic,SRR9938308 NCBI ENA,SRX6686815,SAMN12500386,CRI001,P000190
NA-34,NA 34,genomic,SRR9938301 NCBI ENA,SRX6686822,SAMN12500385,CRI001,P000066
NA-34,NA 34,genomic,SRR9938299 NCBI ENA,SRX6686824,SAMN12500385,CRI001,P000066
NA-34,NA 34,genomic,SRR9938298 NCBI ENA,SRX6686825,SAMN12500385,CRI001,P000066
NA-34,NA 34,genomic,SRR14022518 NCBI ENA,SRX10399157,SAMN12500385,CRI001,P000066
NA-34,NA 34,genomic,SRR14022517 NCBI ENA,SRX10399158,SAMN12500385,CRI001,P000066
NA-34,NA 34,transcriptomic,SRR9938323 NCBI ENA,SRX6686800,SAMN12500385,CRI001,P000066
NA-70,NA 70,genomic,SRR9938305 NCBI ENA,SRX6686818,SAMN12500387,CRI001,P000070
NA-70,NA 70,genomic,SRR9938304 NCBI ENA,SRX6686819,SAMN12500387,CRI001,P000070
NA-70,NA 70,genomic,SRR9938285 NCBI ENA,SRX6686838,SAMN12500387,CRI001,P000070
NA-70,NA 70,genomic,SRR14022515 NCBI ENA,SRX10399160,SAMN12500387,CRI001,P000070
NA-70,NA 70,genomic,SRR14022514 NCBI ENA,SRX10399161,SAMN12500387,CRI001,P000070
NA-70,NA 70,transcriptomic,SRR9938307 NCBI ENA,SRX6686816,SAMN12500387,CRI001,P000070
NA-710,NA 710,genomic,SRR9938244 NCBI ENA,SRX6686879,SAMN12500383,CRI001,P000072
NA-710,NA 710,genomic,SRR9938240 NCBI ENA,SRX6686883,SAMN12500383,CRI001,P000072
NA-710,NA 710,genomic,SRR9938239 NCBI ENA,SRX6686884,SAMN12500383,CRI001,P000072
NA-710,NA 710,genomic,SRR14022542 NCBI ENA,SRX10399133,SAMN12500383,CRI001,P000072
NA-710,NA 710,genomic,SRR14022531 NCBI ENA,SRX10399144,SAMN12500383,CRI001,P000072
NA-710,NA 710,transcriptomic,SRR9938217 NCBI ENA,SRX6686906,SAMN12500383,CRI001,P000072
NA-807,NA 807,genomic,SRR9938297 NCBI ENA,SRX6686826,SAMN12500384,CRI001,P000076
NA-807,NA 807,genomic,SRR9938296 NCBI ENA,SRX6686827,SAMN12500384,CRI001,P000076
NA-807,NA 807,genomic,SRR9938243 NCBI ENA,SRX6686880,SAMN12500384,CRI001,P000076
NA-807,NA 807,genomic,SRR14022520 NCBI ENA,SRX10399155,SAMN12500384,CRI001,P000076
NA-807,NA 807,transcriptomic,SRR9938220 NCBI ENA,SRX6686903,SAMN12500384,CRI001,P000076
NA-916,NA 916,genomic,SRR9938242 NCBI ENA,SRX6686881,SAMN12500382,CRI001,P000078
NA-916,NA 916,genomic,SRR9938241 NCBI ENA,SRX6686882,SAMN12500382,CRI001,P000078
NA-916,NA 916,genomic,SRR9938235 NCBI ENA,SRX6686888,SAMN12500382,CRI001,P000078
NA-916,NA 916,genomic,SRR14022553 NCBI ENA,SRX10399122,SAMN12500382,CRI001,P000078
NA-916,NA 916,transcriptomic,SRR9938218 NCBI ENA,SRX6686905,SAMN12500382,CRI001,P000078
OYA-2B,OYA 2 B,genomic,SRR9938325 NCBI ENA,SRX6686798,SAMN12500397,CRI001,P000172
OYA-2B,OYA 2 B,genomic,SRR9938324 NCBI ENA,SRX6686799,SAMN12500397,CRI001,P000172
OYA-2B,OYA 2 B,genomic,SRR9938320 NCBI ENA,SRX6686803,SAMN12500397,CRI001,P000172
OYA-2B,OYA 2 B,genomic,SRR14022536 NCBI ENA,SRX10399139,SAMN12500397,CRI001,P000172
OYA-2B,OYA 2 B,transcriptomic,SRR9938224 NCBI ENA,SRX6686899,SAMN12500397,CRI001,P000172
PA-107,PA 107 [PER],genomic,SRR9938259 NCBI ENA,SRX6686864,SAMN12500410,CRI001,P000087
PA-107,PA 107 [PER],genomic,SRR9938226 NCBI ENA,SRX6686897,SAMN12500410,CRI001,P000087
PA-107,PA 107 [PER],genomic,SRR9938225 NCBI ENA,SRX6686898,SAMN12500410,CRI001,P000087
PA-107,PA 107 [PER],genomic,SRR14022521 NCBI ENA,SRX10399154,SAMN12500410,CRI001,P000087
PA-107,PA 107 [PER],transcriptomic,SRR9938262 NCBI ENA,SRX6686861,SAMN12500410,CRI001,P000087
PA-13,PA 13 [PER],genomic,SRR9938293 NCBI ENA,SRX6686830,SAMN12500406,CRI001,P000094
PA-13,PA 13 [PER],genomic,SRR9938292 NCBI ENA,SRX6686831,SAMN12500406,CRI001,P000094
PA-13,PA 13 [PER],genomic,SRR9938291 NCBI ENA,SRX6686832,SAMN12500406,CRI001,P000094
PA-13,PA 13 [PER],genomic,SRR14022525 NCBI ENA,SRX10399150,SAMN12500406,CRI001,P000094
PA-13,PA 13 [PER],transcriptomic,SRR9938255 NCBI ENA,SRX6686868,SAMN12500406,CRI001,P000094
PA-16,PA 16 [PER],genomic,SRR9938295 NCBI ENA,SRX6686828,SAMN12500405,CRI001,P000101
PA-16,PA 16 [PER],genomic,SRR9938294 NCBI ENA,SRX6686829,SAMN12500405,CRI001,P000101
PA-16,PA 16 [PER],genomic,SRR14022526 NCBI ENA,SRX10399149,SAMN12500405,CRI001,P000101
PA-16,PA 16 [PER],genomic,SRR9938334 NCBI ENA,SRX6686789,SAMN12500405,CRI001,P000101
PA-16,PA 16 [PER],transcriptomic,SRR9938245 NCBI ENA,SRX6686878,SAMN12500405,CRI001,P000101
PA-279,PA 279 [PER],genomic,SRR14022524 NCBI ENA,SRX10399151,SAMN12500407,CRI001,P000105
PA-279,PA 279 [PER],genomic,SRR9938221 NCBI ENA,SRX6686902,SAMN12500407,CRI001,P000105
PA-279,PA 279 [PER],genomic,SRR9938222 NCBI ENA,SRX6686901,SAMN12500407,CRI001,P000105
PA-279,PA 279 [PER],genomic,SRR9938256 NCBI ENA,SRX6686867,SAMN12500407,CRI001,P000105
PA-279,PA 279 [PER],transcriptomic,SRR9938254 NCBI ENA,SRX6686869,SAMN12500407,CRI001,P000105
PA-299,PA 299 [PER],genomic,SRR14022522 NCBI ENA,SRX10399153,SAMN12500409,CRI001,P000108
PA-299,PA 299 [PER],genomic,SRR9938258 NCBI ENA,SRX6686865,SAMN12500409,CRI001,P000108
PA-299,PA 299 [PER],genomic,SRR9938260 NCBI ENA,SRX6686863,SAMN12500409,CRI001,P000108
PA-299,PA 299 [PER],genomic,SRR9938261 NCBI ENA,SRX6686862,SAMN12500409,CRI001,P000108
PA-299,PA 299 [PER],transcriptomic,SRR9938265 NCBI ENA,SRX6686858,SAMN12500409,CRI001,P000108
PA-71,PA 71 [PER],genomic,SRR14022523 NCBI ENA,SRX10399152,SAMN12500408,CRI001,P000122
PA-71,PA 71 [PER],genomic,SRR9938219 NCBI ENA,SRX6686904,SAMN12500408,CRI001,P000122
PA-71,PA 71 [PER],genomic,SRR9938253 NCBI ENA,SRX6686870,SAMN12500408,CRI001,P000122
PA-71,PA 71 [PER],genomic,SRR9938257 NCBI ENA,SRX6686866,SAMN12500408,CRI001,P000122
PA-71,PA 71 [PER],transcriptomic,SRR9938264 NCBI ENA,SRX6686859,SAMN12500408,CRI001,P000122
PA-81,PA 81 [PER],genomic,SRR14022519 NCBI ENA,SRX10399156,SAMN12500411,CRI001,P000123
PA-81,PA 81 [PER],genomic,SRR9938216 NCBI ENA,SRX6686907,SAMN12500411,CRI001,P000123
PA-81,PA 81 [PER],genomic,SRR9938309 NCBI ENA,SRX6686814,SAMN12500411,CRI001,P000123
PA-81,PA 81 [PER],genomic,SRR9938310 NCBI ENA,SRX6686813,SAMN12500411,CRI001,P000123
PA-81,PA 81 [PER],transcriptomic,SRR9938263 NCBI ENA,SRX6686860,SAMN12500411,CRI001,P000123
Pina,PINA,genomic,SRR14022535 NCBI ENA,SRX10399140,SAMN12500398,CRI001,P000176
Pina,PINA,genomic,SRR9938319 NCBI ENA,SRX6686804,SAMN12500398,CRI001,P000176
Pina,PINA,genomic,SRR9938321 NCBI ENA,SRX6686802,SAMN12500398,CRI001,P000176
Pina,PINA,genomic,SRR9938322 NCBI ENA,SRX6686801,SAMN12500398,CRI001,P000176
Pina,PINA,transcriptomic,SRR9938252 NCBI ENA,SRX6686871,SAMN12500398,CRI001,P000176
Pound-7,POUND 7,genomic,SRR14022554 NCBI ENA,SRX10399121,SAMN12500381,CRI001,P000082
Pound-7,POUND 7,genomic,SRR9938236 NCBI ENA,SRX6686887,SAMN12500381,CRI001,P000082
Pound-7,POUND 7,genomic,SRR9938237 NCBI ENA,SRX6686886,SAMN12500381,CRI001,P000082
Pound-7,POUND 7,genomic,SRR9938238 NCBI ENA,SRX6686885,SAMN12500381,CRI001,P000082
Pound-7,POUND 7,transcriptomic,SRR9938311 NCBI ENA,SRX6686812,SAMN12500381,CRI001,P000082
SPEC-54/1,SPEC 54 /1,genomic,SRR14022552 NCBI ENA,SRX10399123,SAMN12500388,CRI001,P000050
SPEC-54/1,SPEC 54 /1,genomic,SRR9938286 NCBI ENA,SRX6686837,SAMN12500388,CRI001,P000050
SPEC-54/1,SPEC 54 /1,genomic,SRR9938287 NCBI ENA,SRX6686836,SAMN12500388,CRI001,P000050
SPEC-54/1,SPEC 54 /1,genomic,SRR9938288 NCBI ENA,SRX6686835,SAMN12500388,CRI001,P000050
SPEC-54/1,SPEC 54 /1,transcriptomic,SRR9938227 NCBI ENA,SRX6686896,SAMN12500388,CRI001,P000050
